Birth Rate,Business Tax Rate,CO2 Emissions,Country,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound
0.008,,24617,Bosnia and Herzegovina,63,,4811,"$10,022,840,635",0.09,$236,,0.007,0.2,0.103,78,73,0.4,1,0.192,0.682,0.127,3886723,0.392,"$507,000,000","$162,000,000"
0.009,,46787,Bulgaria,32,,18833,"$25,283,228,366",0.073,$238,,0.015,0.2,0.089,76,69,0.6,1,0.14,0.688,0.173,7781161,0.702,"$2,796,000,000","$1,935,000,000"
0.009,,23047,Croatia,29,,8831,"$41,003,558,916",0.066,$614,,0.006,0.3,0.117,79,72,0.6,1,0.162,0.67,0.169,4439000,0.562,"$6,945,000,000","$881,000,000"
0.012,,7334,Cyprus,,,2184,"$15,816,972,051",0.064,"$1,353",,0.004,0.3,0.076,81,76,0.6,1,0.205,0.69,0.106,1015820,0.684,"$2,552,000,000","$907,000,000"
0.01,,122709,Czech Republic,40,,45511,"$113,976,672,925",0.069,$771,,0.005,0.4,0.06,79,73,1.1,1,0.151,0.709,0.14,10197101,0.737,"$4,931,000,000","$2,682,000,000"
0.012,,50597,Denmark,7,,19428,"$244,727,978,021",0.097,"$4,387",,0.004,0.8,,80,75,1,1,0.188,0.662,0.15,5404523,0.856,"$5,652,000,000","$7,279,000,000"
0.01,,17217,Estonia,72,,5282,"$12,031,396,467",0.051,$450,,0.006,0.5,0.057,78,66,0.9,1,0.156,0.678,0.166,1362550,0.689,"$1,111,000,000","$486,000,000"
,,796,Faeroe Islands,,,,"$1,683,997,930",,,,,0.7,,82,77,0.8,1,,,,48782,0.392,,
0.011,,67091,Finland,14,,37120,"$189,064,585,623",0.082,"$2,974",,0.003,0.7,0.037,82,75,1,1,0.175,0.667,0.157,5228172,0.828,"$2,975,000,000","$3,383,000,000"
0.013,,390103,France,7,,269777,"$2,055,678,605,353",0.11,"$3,620",,0.004,0.4,0.066,84,77,0.7,1,0.186,0.651,0.164,62702121,0.769,"$52,108,000,000","$36,029,000,000"
0.009,,825896,Germany,45,,340676,"$2,726,341,472,500",0.107,"$3,524",,0.004,0.6,,82,76,0.9,1,0.146,0.67,0.184,82516260,0.733,"$36,390,000,000","$80,624,000,000"
0.01,,97150,Greece,38,,29707,"$227,950,420,105",0.087,"$1,809",,0.005,0.2,,82,77,0.8,1,0.145,0.672,0.183,11055729,0.741,"$12,809,000,000","$2,880,000,000"
0.009,,57352,Hungary,52,,26157,"$101,925,734,602",0.082,$828,,0.008,0.3,0.128,77,69,0.9,1,0.158,0.687,0.156,10107146,0.659,"$4,009,000,000","$2,482,000,000"
0.015,,2233,Iceland,5,,3368,"$13,251,434,311",0.1,"$4,567",,0.003,0.8,0.12,83,79,1,1,0.223,0.66,0.117,292074,0.929,"$558,000,000","$699,000,000"
0.015,,43956,Ireland,18,,14269,"$186,281,307,557",0.075,"$3,487",,0.005,0.4,0.026,81,76,0.9,1,0.206,0.683,0.111,4070262,0.602,"$6,075,000,000","$5,291,000,000"
,,,Isle of Man,,,,"$2,758,117,365",,,,,,,,,,1,,,,79658,0.519,,
0.01,,472768,Italy,13,,181990,"$1,735,521,503,772",0.085,"$2,549",,0.004,0.3,0.055,84,78,1.1,1,0.141,0.665,0.194,57685327,0.676,"$37,870,000,000","$24,064,000,000"
0.02,,,Kosovo,,,2005,"$3,639,935,348",,,,,,0.148,71,66,,1,,,,1704622,,,
0.009,,7132,Latvia,16,,4438,"$13,761,569,545",0.065,$387,,0.012,0.4,0.074,77,67,0.7,1,0.152,0.68,0.168,2263122,0.679,"$343,000,000","$428,000,000"
0.011,,,Liechtenstein,,,,"$3,454,374,261",,,,,0.6,,85,79,0.7,1,,,,34445,0.148,,
0.009,,13330,Lithuania,26,,9386,"$22,659,294,573",0.057,$374,,0.008,0.3,0.057,78,66,0.9,1,0.173,0.677,0.15,3377075,0.666,"$834,000,000","$643,000,000"
0.012,,11269,Luxembourg,,,4282,"$34,077,095,478",0.082,"$6,145",,0.003,0.7,,82,76,1,1,0.188,0.668,0.144,458095,0.862,"$3,880,000,000","$2,950,000,000"
0.012,,11192,"Macedonia, FYR",48,,2756,"$5,514,253,043",0.087,$230,,0.012,0.2,0.124,77,72,0.5,1,0.203,0.687,0.11,2085728,0.577,"$103,000,000","$85,000,000"
0.01,,2574,Malta,,,830,"$5,643,525,282",0.086,"$1,247",,0.006,0.3,0.053,81,77,0.7,1,0.178,0.693,0.129,401268,0.934,"$949,000,000","$291,000,000"
0.012,,4554,Moldova,30,,3377,"$2,598,231,467",0.085,$61,,0.02,0.1,0.209,72,64,0.2,1,0.198,0.691,0.111,3603945,0.454,"$112,000,000","$135,000,000"
,,,Monaco,,,,"$4,110,348,444",0.04,"$4,885",,0.004,0.5,,,,0.5,1,,,,33346,1,,
0.013,,,Montenegro,,,,"$2,073,255,525",0.087,$293,,0.01,0.3,,76,71,0.8,1,0.203,0.669,0.128,614670,0.62,,
0.012,,176903,Netherlands,9,,79075,"$609,889,925,686",0.1,"$3,739",,0.005,0.7,0.028,81,77,0.9,1,0.185,0.676,0.139,16281779,0.815,"$16,495,000,000","$16,937,000,000"
0.012,,42666,Norway,18,,26433,"$260,029,106,208",0.101,"$5,733",,0.003,0.8,0.04,82,78,1,1,0.198,0.655,0.148,4591910,0.773,"$3,531,000,000","$8,894,000,000"
0.009,,304988,Poland,31,,91371,"$252,768,998,589",0.062,$410,,0.007,0.3,0.076,79,71,0.6,1,0.169,0.7,0.131,38182222,0.616,"$6,499,000,000","$5,092,000,000"
0.01,,63175,Portugal,78,,25831,"$185,397,304,328",0.1,"$1,779",,0.004,0.3,,81,75,1,1,0.157,0.674,0.17,10483861,0.569,"$8,858,000,000","$3,369,000,000"
0.01,,95401,Romania,28,,38683,"$75,794,733,525",0.054,$190,,0.02,0.2,0.256,75,68,0.5,1,0.16,0.694,0.146,21451748,0.53,"$607,000,000","$672,000,000"
0.01,,1602963,Russian Federation,30,,647392,"$591,016,690,743",0.052,$212,,0.015,0.1,0.114,72,59,0.5,1,0.156,0.707,0.136,143821212,0.734,"$7,262,000,000","$16,082,000,000"
0.01,,,San Marino,,,,"$1,317,357,835",0.053,"$3,359",,0.004,0.5,0.071,85,79,0.6,1,,,,29290,0.94,,
0.011,,,Serbia,56,,18094,"$23,649,854,234",0.087,$204,,0.008,0.2,0.155,75,70,0.5,1,0.185,0.676,0.139,7463157,0.543,"$220,000,000","$208,000,000"
0.01,,38749,Slovak Republic,52,,18353,"$56,073,225,726",0.072,$565,,0.009,0.5,0.091,78,70,0.8,1,0.173,0.711,0.116,5372280,0.557,"$931,000,000","$900,000,000"
0.009,,15746,Slovenia,60,,7131,"$33,837,749,815",0.083,"$1,415",,0.004,0.4,0.087,81,74,0.9,1,0.144,0.703,0.153,1997012,0.506,"$1,725,000,000","$937,000,000"
0.011,,339429,Spain,114,,139030,"$1,044,612,070,304",0.082,"$2,028",,0.005,0.4,,83,77,0.9,1,0.145,0.687,0.168,42921895,0.77,"$49,996,000,000","$14,864,000,000"
0.011,,54521,Sweden,16,,52588,"$362,089,648,913",0.091,"$3,666",,0.003,0.8,0.04,83,78,1,1,0.176,0.651,0.172,8993531,0.843,"$7,686,000,000","$11,088,000,000"
0.01,,40392,Switzerland,18,,26090,"$374,224,186,244",0.11,"$5,570",,0.004,0.7,0.032,84,79,0.9,1,0.166,0.678,0.157,7389625,0.734,"$11,404,000,000","$9,924,000,000"
0.02,,225407,Turkey,6,,80858,"$392,166,275,595",0.054,$297,,0.027,0.1,,76,69,0.5,1,0.289,0.646,0.065,66845635,0.672,"$15,888,000,000","$2,524,000,000"
0.009,,343121,Ukraine,34,,143843,"$64,883,060,726",0.066,$90,,0.013,0,0.174,74,63,0.3,1,0.151,0.694,0.155,47451600,0.676,"$2,931,000,000","$2,660,000,000"
0.012,,540409,United Kingdom,13,,221558,"$2,220,820,974,770",0.08,"$2,955",,0.005,0.7,0.044,81,77,1,1,0.181,0.66,0.159,59987905,0.796,"$37,166,000,000","$69,076,000,000"
0.019,,17510,Bahrain,,,6970,"$13,150,516,509",0.039,$539,,0.01,0.2,0.079,76,75,0.8,1,0.283,0.694,0.023,820505,0.884,"$1,504,000,000","$528,000,000"
0.018,,447480,"Iran, Islamic Rep.",29,,155548,"$163,226,579,221",0.047,$117,,0.023,0.1,0.167,73,70,0.1,1,0.272,0.68,0.048,69342126,0.669,"$1,305,000,000","$4,402,000,000"
0.035,,114084,Iraq,77,,26901,"$36,627,901,762",0.056,$55,,0.034,0,0.129,72,67,0,1,0.421,0.545,0.035,26673536,0.687,,
0.021,,63201,Israel,20,,19241,"$126,571,173,583",0.076,"$1,410",,0.005,0.2,0.075,82,78,1.1,1,0.279,0.621,0.1,6809000,0.915,"$2,908,000,000","$3,663,000,000"
0.03,,19241,Jordan,26,,6219,"$11,407,566,660",0.091,$203,,0.021,0.1,0.083,74,71,0.3,1,0.383,0.585,0.032,5290000,0.809,"$1,621,000,000","$585,000,000"
0.021,,63534,Kuwait,35,,23469,"$59,440,511,982",0.027,$743,,0.01,0.2,0.056,75,73,0.8,1,0.255,0.711,0.034,2196466,0.982,"$398,000,000","$4,147,000,000"
0.015,,16835,Lebanon,46,,5271,"$20,955,223,881",0.082,$458,,0.013,0.1,0.108,78,75,0.2,1,0.283,0.644,0.074,3853582,0.865,"$5,931,000,000","$3,719,000,000"
0.022,,27987,Oman,35,,9603,"$24,673,602,280",0.03,$310,,0.011,0.1,0.076,76,72,0.3,1,0.359,0.616,0.025,2464001,0.718,"$601,000,000","$823,000,000"
0.016,,44393,Qatar,,,16648,"$31,734,065,019",0.036,"$1,589",,0.009,0.2,0.07,78,76,0.7,1,0.259,0.727,0.014,720383,0.971,"$498,000,000","$691,000,000"
0.024,,395834,Saudi Arabia,74,,143706,"$258,742,133,333",0.037,$399,,0.017,0.1,,76,72,0.4,1,0.351,0.617,0.032,23839231,0.808,"$6,486,000,000","$4,428,000,000"
0.028,,51111,Syrian Arab Republic,43,,17937,"$25,086,930,693",0.045,$61,,0.017,0,0.075,76,73,0.1,1,0.392,0.575,0.034,17676012,0.534,"$1,883,000,000","$688,000,000"
0.016,,113241,United Arab Emirates,19,,42310,"$147,824,374,543",0.025,$995,,0.009,0.3,,76,74,1,1,0.219,0.771,0.009,3658658,0.819,"$1,593,000,000","$4,472,000,000"
0.036,,18881,"Yemen, Rep.",63,,6186,"$13,873,500,888",0.049,$38,,0.059,0,0.185,63,60,0.1,1,0.463,0.51,0.027,19612696,0.284,"$139,000,000","$183,000,000"
,,,American Samoa,,,,,,,,,,,,,0,1,,,,59262,0.882,,
0.012,,348757,Australia,3,,112696,"$613,161,189,358",0.086,"$2,872",,0.005,,0.089,83,78,0.8,1,0.2,0.672,0.128,20127400,0.878,"$20,453,000,000","$14,224,000,000"
0.024,,1133,Fiji,45,,666,"$2,727,507,213",0.036,$120,,0.02,0.1,0.072,71,66,0.2,1,0.314,0.646,0.04,818995,0.495,"$588,000,000","$118,000,000"
0.019,,788,French Polynesia,,,,,,,,,0.2,,77,71,0.4,1,0.286,0.666,0.048,251811,0.562,"$737,000,000","$425,000,000"
0.02,,,Guam,,,,,,,,,0.4,,79,74,0.6,1,0.298,0.64,0.062,158194,0.935,,
0.025,,44,Kiribati,21,,8,"$102,220,915",0.104,$119,,0.05,0,,69,63,0,1,0.377,0.587,0.036,88936,0.435,,
,,88,Marshall Islands,17,,29,"$131,106,366",0.176,$449,,0.033,0,,,,0,1,,,,52074,0.696,"$5,000,000","$400,000"
0.027,,147,"Micronesia, Fed. Sts.",16,,,"$239,563,310",0.104,$233,,0.038,0.1,0.154,68,67,0.1,1,0.391,0.57,0.04,106575,0.223,"$19,000,000","$7,000,000"
0.017,,2552,New Caledonia,,,,,,,,,0.3,,79,72,0.5,1,0.274,0.661,0.066,230068,0.633,"$241,000,000","$167,000,000"
0.014,,34759,New Zealand,12,,17393,"$102,986,102,521",0.08,"$1,974",,0.006,0.6,0.071,82,78,0.7,1,0.218,0.663,0.119,4087500,0.86,"$5,098,000,000","$2,229,000,000"
0.033,,4481,Papua New Guinea,51,,,"$3,927,114,457",0.046,$30,,0.056,0,0.133,62,58,0,1,0.401,0.574,0.026,5948461,0.131,"$7,100,000","$72,000,000"
0.03,,154,Samoa,42,,56,"$374,507,188",0.049,$106,,0.017,0,0.112,74,68,0.1,1,0.398,0.554,0.048,178794,0.215,"$70,000,000","$12,000,000"
0.035,,180,Solomon Islands,56,,58,"$375,109,695",0.056,$46,,0.029,0,0.143,67,64,0,1,0.414,0.557,0.029,457827,0.174,"$3,500,000","$12,300,000"
0.029,,172,Tonga,32,,57,"$240,794,581",0.048,$115,,0.014,0,0.116,74,69,0.2,1,0.381,0.558,0.06,100319,0.231,"$13,100,000","$16,200,000"
0.03,,55,Vanuatu,47,,30,"$364,996,869",0.035,$62,,0.018,0,0.076,71,67,0.1,1,0.4,0.567,0.033,204135,0.228,"$93,000,000","$15,000,000"
0.019,,407,Antigua and Barbuda,,,135,"$905,113,767",0.041,$453,,0.011,0.2,0.12,77,72,0.7,1,0.286,0.642,0.072,81718,0.298,"$337,000,000","$38,000,000"
0.018,,156170,Argentina,30,,67303,"$183,295,704,305",0.082,$327,,0.016,0.2,0.068,78,71,0.4,1,0.266,0.632,0.102,38308779,0.899,"$2,660,000,000","$3,208,000,000"
0.013,,2259,Aruba,,,,"$2,228,279,330",,,,,0.2,0.116,77,72,1,1,0.217,0.699,0.083,98742,0.452,"$1,056,000,000","$248,000,000"
0.015,,1723,"Bahamas, The",,,664,"$7,094,413,000",0.06,"$1,326",,0.013,0.2,0.06,77,70,0.6,1,0.263,0.676,0.061,322400,0.822,"$1,897,000,000","$469,000,000"
0.013,,1294,Barbados,,,375,"$3,509,700,000",0.071,$737,,0.015,0.5,0.083,76,71,0.7,1,0.209,0.681,0.11,272205,0.331,"$784,000,000","$163,000,000"
0.027,,381,Belize,,,155,"$1,057,850,000",0.044,$175,,0.019,0.1,0.139,75,69,0.3,1,0.384,0.575,0.041,265040,0.466,"$168,000,000","$47,000,000"
0.013,,671,Bermuda,,,,"$4,484,703,000",,,,,0.6,,81,76,0.8,1,,,,63740,1,"$426,000,000","$217,000,000"
0.029,,13084,Bolivia,60,,3622,"$8,773,451,739",0.053,$51,,0.046,0,0.145,67,62,0.2,1,0.387,0.569,0.044,9187610,0.637,"$283,000,000","$232,000,000"
0.019,,337826,Brazil,152,,210042,"$663,760,341,880",0.071,$257,,0.022,0.2,0.549,75,68,0.4,1,0.28,0.66,0.06,184010283,0.825,"$3,389,000,000","$3,752,000,000"
0.011,,552349,Canada,3,,267619,"$1,018,385,574,395",0.098,"$3,047",,0.005,0.7,0.04,83,78,0.5,1,0.18,0.691,0.13,31995000,0.8,"$15,135,000,000","$19,267,000,000"
,,499,Cayman Islands,,,,,,,,,,,,,0.7,1,,,,47299,1,"$523,000,000",
0.015,,60047,Chile,27,,27514,"$100,630,707,852",0.067,$414,,0.008,0.3,0.051,81,75,0.6,1,0.255,0.667,0.079,16168241,0.872,"$1,571,000,000","$1,251,000,000"
0.022,,55071,Colombia,42,,26001,"$117,074,865,515",0.054,$148,,0.019,0.1,0.151,76,68,0.2,1,0.312,0.638,0.05,42527623,0.733,"$1,369,000,000","$1,469,000,000"
0.018,,6931,Costa Rica,77,,3880,"$18,596,365,927",0.078,$346,,0.009,0.2,0.234,81,76,0.2,1,0.286,0.656,0.058,4246336,0.644,"$1,586,000,000","$481,000,000"
0.012,,25005,Cuba,,,11312,"$38,202,800,000",0.061,$209,,0.006,0.1,,80,76,0,1,0.199,0.694,0.107,11273363,0.76,"$2,114,000,000",
,,,Curacao,,,,,,,,,,,,,,1,0.218,0.665,0.118,133363,0.907,"$224,000,000","$195,000,000"
,,110,Dominica,,,39,"$366,976,849",0.047,$243,,0.013,0.3,0.089,,,0.6,1,,,,70325,0.663,"$61,000,000","$9,000,000"
0.024,,18786,Dominican Republic,77,,6528,"$22,163,928,097",0.051,$120,,0.03,0.1,0.326,75,68,0.3,1,0.334,0.61,0.056,9207389,0.66,"$3,152,000,000","$448,000,000"
0.024,,28658,Ecuador,92,,10278,"$36,591,661,000",0.066,$178,,0.025,0,0.1,77,72,0.3,1,0.33,0.615,0.055,13529091,0.615,"$464,000,000","$577,000,000"
0.021,,6366,El Salvador,115,,4382,"$15,798,300,000",0.073,$191,,0.021,0,,75,66,0.3,1,0.363,0.576,0.061,6050297,0.611,"$748,000,000","$373,000,000"
0.016,,583,Greenland,,,,"$1,644,951,892",,,,,0.6,,72,66,0.7,1,,,,56911,0.826,,
0.019,,205,Grenada,,,74,"$600,014,341",0.058,$342,,0.013,0.2,0.102,74,69,0.4,1,0.309,0.614,0.077,102655,0.36,"$86,000,000","$9,000,000"
0.035,,11621,Guatemala,39,,7785,"$23,965,280,312",0.064,$124,,0.035,0.1,0.138,73,66,0.3,1,0.434,0.524,0.043,12367800,0.468,"$630,000,000","$488,000,000"
0.022,,1628,Guyana,46,,479,"$785,918,770",0.053,$55,,0.036,,0.145,68,61,0.2,1,0.363,0.598,0.039,756939,0.284,"$27,000,000","$30,000,000"
0.029,,1988,Haiti,202,,2288,"$3,660,483,886",0.056,$22,,0.067,0.1,0.48,61,57,0,1,0.385,0.574,0.041,9129933,0.424,"$93,000,000","$206,000,000"
0.029,,7367,Honduras,62,,3853,"$8,772,197,585",0.079,$103,,0.027,0.1,0.199,74,69,0.1,1,0.404,0.555,0.041,6762426,0.479,"$420,000,000","$300,000,000"
0.017,,10715,Jamaica,31,,3769,"$10,173,234,921",0.048,$183,,0.018,0.1,0.181,74,68,0.7,1,0.315,0.609,0.076,2634145,0.526,"$1,733,000,000","$318,000,000"
0.022,,410744,Mexico,58,,159324,"$770,267,585,947",0.06,$441,,0.017,0.1,0.074,78,73,0.4,1,0.327,0.621,0.052,109381550,0.76,"$11,610,000,000","$8,034,000,000"
0.026,,4426,Nicaragua,39,,2821,"$5,795,568,203",0.061,$66,,0.027,0,0.135,75,69,0.1,1,0.384,0.575,0.04,5386299,0.557,"$192,000,000","$154,000,000"
0.023,,5805,Panama,18,,2613,"$14,179,300,000",0.081,$347,,0.02,0.1,0.088,79,73,0.4,1,0.31,0.63,0.06,3303335,0.634,"$903,000,000","$294,000,000"
0.026,,4089,Paraguay,74,,4002,"$8,033,877,360",0.059,$82,,0.025,0,0.335,73,69,0.3,1,0.363,0.59,0.047,5793330,0.571,"$87,000,000","$121,000,000"
0.022,,31896,Peru,98,,12875,"$65,702,520,516",0.044,$111,,0.023,0.1,0.247,75,69,0.1,1,0.324,0.623,0.053,27403845,0.746,"$1,232,000,000","$852,000,000"
0.013,,,Puerto Rico,7,,,"$80,322,313,000",,,,,0.2,,82,74,0.5,1,0.225,0.655,0.12,3826878,0.942,"$3,024,000,000","$1,584,000,000"
,,,Sint Maarten (Dutch part),,,,,,,,,,,,,,1,,,,35318,1,"$626,000,000","$80,000,000"
,,227,St. Kitts and Nevis,,,76,"$497,548,517",0.035,$363,,0.011,0.2,0.103,,,0.6,1,,,,48421,0.322,"$103,000,000","$10,000,000"
0.018,,356,St. Lucia,,,120,"$858,255,380",0.063,$330,,0.015,0.2,0.111,75,71,0.6,1,0.292,0.636,0.072,163460,0.241,"$326,000,000","$37,000,000"
0.017,,,St. Martin (French part),,,,,,,,,,,81,75,,1,,,,27514,,,
0.018,,194,St. Vincent and the Grenadines,,,66,"$522,544,702",0.037,$179,,0.019,0.1,0.097,73,69,0.7,1,0.29,0.638,0.072,108562,0.466,"$96,000,000","$14,000,000"
0.021,,2292,Suriname,,,664,"$1,484,092,538",0.069,$207,,0.027,0.1,0.204,72,65,0.4,1,0.3,0.64,0.06,493394,0.667,"$52,000,000","$85,000,000"
0.015,,30993,Trinidad and Tobago,,,14115,"$12,884,712,296",0.052,$522,,0.024,0.3,0.093,73,65,0.5,1,0.224,0.706,0.071,1290379,0.101,"$568,000,000","$141,000,000"
,,103,Turks and Caicos Islands,,,,,,,,,,,,,,1,,,,25025,0.872,,
0.014,,5790765,United States,6,,2307819,"$12,277,000,000,000",0.157,"$6,355",,0.007,0.6,0.043,80,75,0.6,1,0.207,0.67,0.123,292805298,0.798,"$115,689,000,000","$94,764,000,000"
0.016,,5611,Uruguay,45,,2869,"$13,686,333,822",0.085,$350,,0.013,0.2,0.237,79,72,0.2,1,0.24,0.626,0.135,3323822,0.931,"$591,000,000","$267,000,000"
0.022,,168268,"Venezuela, RB",141,,56441,"$112,451,400,423",0.056,$239,,0.016,0.1,0.185,76,70,0.3,1,0.318,0.633,0.049,26261326,0.885,"$554,000,000","$1,604,000,000"
0.015,,,Virgin Islands (U.S.),,,,,,,,,0.3,,82,76,0.6,1,0.231,0.669,0.101,107950,0.935,"$1,356,000,000",
0.021,76.9%,107128,Algeria,25,,32335,"$103,198,650,298",0.031,$95,451,0.029,0.1,0.08,71,68,0.4,1,0.289,0.667,0.044,33960903,0.638,"$477,000,000","$660,000,000"
0.049,52.1%,19156,Angola,119,,9356,"$28,233,699,240",0.042,$71,272,0.122,0,0.677,50,47,0.1,1,0.478,0.498,0.025,16544376,0.362,"$103,000,000","$135,000,000"
0.04,75.7%,2398,Benin,31,,2499,"$4,358,015,993",0.047,$25,270,0.075,0,,59,56,0.1,1,0.445,0.527,0.028,8182362,0.4,"$108,000,000","$58,000,000"
0.025,17.1%,4613,Botswana,107,,1929,"$9,931,223,496",0.056,$298,140,0.043,0,0.157,47,46,0.3,1,0.358,0.61,0.032,1875805,0.551,"$563,000,000","$301,000,000"
0.045,47.5%,1126,Burkina Faso,40,,,"$5,462,709,055",0.069,$28,270,0.086,0,,53,52,0,1,0.465,0.509,0.026,13421929,0.215,"$46,000,000","$74,000,000"
0.044,279.7%,154,Burundi,13,,,"$1,117,254,387",0.101,$14,140,0.075,0,0.184,51,49,0,1,0.454,0.519,0.027,7770392,0.094,"$1,900,000","$62,000,000"
0.04,50.6%,3696,Cameroon,45,,6981,"$16,587,921,221",0.049,$45,654,0.078,0,0.177,53,51,0.1,1,0.443,0.524,0.033,18137734,0.485,"$229,000,000","$480,000,000"
0.037,65.7%,213,Central African Republic,22,,,"$1,350,300,947",0.044,$15,504,0.111,0,0.177,47,43,0,1,0.419,0.542,0.04,3960897,0.381,"$7,200,000","$46,000,000"
0.05,74.0%,400,Chad,64,,,"$6,646,663,021",0.047,$25,732,0.101,0,0.177,48,47,0,1,0.492,0.481,0.027,10014413,0.218,,
0.039,217.9%,110,Comoros,24,,37,"$387,036,132",0.043,$28,100,0.07,0,0.11,60,58,0,1,0.415,0.555,0.03,600733,0.279,"$24,000,000","$10,000,000"
0.046,286.5%,2226,"Congo, Dem. Rep.",133,,19971,"$11,964,484,458",0.053,$7,308,0.105,0,,49,46,0.1,1,0.462,0.51,0.028,54028003,0.375,"$3,200,000","$54,000,000"
0.039,64.9%,1456,"Congo, Rep.",37,,1083,"$6,087,002,682",0.024,$42,606,0.062,0,0.177,55,53,0.2,1,0.422,0.543,0.035,3542867,0.61,"$40,000,000","$112,000,000"
0.037,47.3%,7825,Cote d'Ivoire,45,,9634,"$16,363,437,145",0.057,$53,270,0.089,0,,48,46,0.1,1,0.423,0.547,0.03,17393994,0.468,"$93,000,000","$549,000,000"
0.029,37.8%,473,Djibouti,37,,139,"$708,633,195",0.072,$63,66,0.071,0,0.112,59,57,0.1,1,0.373,0.594,0.034,776585,0.768,"$7,100,000","$14,400,000"
0.024,54.3%,167208,"Egypt, Arab Rep.",22,,62741,"$89,685,724,889",0.051,$64,504,0.026,0.1,0.131,72,67,0.2,1,0.325,0.62,0.055,71777678,0.43,"$7,206,000,000","$1,932,000,000"
0.038,44.1%,4712,Equatorial Guinea,137,,1249,"$6,915,849,240",0.016,$220,492,0.087,0,0.177,50,48,0.2,1,0.406,0.561,0.032,603648,0.389,,
0.04,84.5%,766,Eritrea,76,,763,"$1,098,425,900",0.028,$6,216,0.047,,,61,56,0,1,0.435,0.545,0.02,4854066,0.189,"$66,000,000",
0.039,30.3%,5053,Ethiopia,34,,28935,"$12,173,919,387",0.041,$7,212,0.07,0,0.07,58,56,0,1,0.462,0.507,0.031,76167240,0.157,"$533,000,000","$77,000,000"
0.033,45.1%,2087,Gabon,57,,1718,"$8,665,736,618",0.03,$187,488,0.05,0,0.177,61,59,0.5,1,0.395,0.549,0.056,1379465,0.834,"$13,000,000","$346,000,000"
0.044,286.0%,323,"Gambia, The",27,,108,"$624,173,996",0.045,$20,376,0.057,0,0.349,58,56,0.2,1,0.46,0.515,0.025,1436549,0.523,"$59,000,000","$7,000,000"
0.034,39.8%,6956,Ghana,18,,8229,"$10,731,883,141",0.07,$35,304,0.058,0,,60,58,0.1,1,0.402,0.564,0.034,21384034,0.473,"$867,000,000","$472,000,000"
0.04,80.7%,1181,Guinea,40,,,"$2,937,072,009",0.053,$16,416,0.085,0,,53,52,0,1,0.436,0.531,0.032,9576331,0.328,,"$38,000,000"
0.04,54.2%,213,Guinea-Bissau,259,,87,"$572,853,554",0.057,$24,208,0.096,0,,53,51,0.1,1,0.429,0.542,0.029,1421515,0.409,"$1,600,000","$18,900,000"
0.039,49.8%,8562,Kenya,54,,16151,"$18,737,895,401",0.044,$23,372,0.061,0,0.129,56,54,0.1,1,0.428,0.545,0.027,35785718,0.217,"$969,000,000","$124,000,000"
0.029,28.8%,,Lesotho,93,,33,"$1,368,405,301",0.063,$45,564,0.085,0,0.117,44,44,0.1,1,0.397,0.557,0.046,1925844,0.222,"$27,000,000","$271,000,000"
0.04,,741,Liberia,,,,"$542,000,000",0.08,$13,,0.083,,0.17,56,54,0,1,0.433,0.537,0.03,3269786,0.461,"$67,000,000","$33,000,000"
0.023,,52108,Libya,,,17670,"$44,000,000,000",0.026,$213,,0.02,0,0.061,75,72,0.4,1,0.306,0.651,0.043,5594450,0.769,"$301,000,000","$920,000,000"
0.038,46.9%,1742,Madagascar,38,,,"$5,038,577,519",0.049,$13,400,0.055,0,0.27,63,60,0,1,0.448,0.523,0.029,18290394,0.288,"$290,000,000","$80,000,000"
0.042,33.4%,917,Malawi,39,,,"$2,754,995,877",0.082,$17,370,0.073,0,0.331,49,49,0,1,0.461,0.508,0.031,12924746,0.151,"$48,000,000","$84,000,000"
0.048,51.4%,568,Mali,41,,,"$5,305,317,555",0.063,$29,270,0.097,0,,51,52,0.1,1,0.463,0.506,0.031,11941258,0.321,"$149,000,000","$133,000,000"
0.037,94.7%,1676,Mauritania,82,,,"$2,184,444,849",0.05,$29,696,0.075,0,0.231,62,59,0.2,1,0.416,0.553,0.031,3146164,0.531,,
0.015,26.2%,3410,Mauritius,46,,1077,"$6,283,796,155",0.045,$239,161,0.014,0.2,0.21,76,69,0.5,1,0.242,0.692,0.066,1243253,0.416,"$1,189,000,000","$295,000,000"
0.02,51.7%,45771,Morocco,12,,13327,"$59,523,857,868",0.051,$100,358,0.035,0.2,0.115,71,67,0.4,1,0.308,0.642,0.05,30125445,0.551,"$5,426,000,000","$999,000,000"
0.044,37.5%,1822,Mozambique,153,,8489,"$6,578,515,331",0.069,$22,230,0.091,0,0.195,49,47,0.1,1,0.448,0.52,0.032,21010376,0.3,"$138,000,000","$187,000,000"
0.029,25.8%,2310,Namibia,95,,1294,"$7,261,366,632",0.073,$262,339,0.046,0,0.106,58,54,0.2,1,0.398,0.569,0.033,2027026,0.366,"$363,000,000","$108,000,000"
0.051,42.3%,829,Niger,35,,,"$3,405,134,555",0.077,$20,270,0.082,0,,54,54,0,1,0.49,0.485,0.025,13183798,0.167,"$44,000,000","$42,000,000"
